"","Price"
"2018-11-05",19168
"2018-11-06",19389
"2018-11-07",19188
"2018-11-08",20071
"2018-11-09",20172
"2018-11-12",20272
"2018-11-13",20372
"2018-11-14",20673
"2018-11-15",20874
"2018-11-16",20573
"2018-11-19",21476
"2018-11-20",21476
"2018-11-21",21577
"2018-11-22",21376
"2018-11-23",21677
"2018-11-26",22580
"2018-11-27",22179
"2018-11-28",22480
"2018-11-29",22480
"2018-11-30",22580
"2018-12-03",22781
"2018-12-04",22781
"2018-12-05",22982
"2018-12-06",23283
"2018-12-07",22982
"2018-12-10",22279
"2018-12-11",21476
"2018-12-12",22078
"2018-12-13",22379
"2018-12-14",22078
"2018-12-17",22179
"2018-12-18",21777
"2018-12-19",21677
"2018-12-20",20673
"2018-12-21",20974
"2018-12-24",20272
"2018-12-26",19770
"2018-12-27",20372
"2018-12-28",20673
"2019-01-02",20473
"2019-01-03",20573
"2019-01-04",20774
"2019-01-07",20673
"2019-01-08",20051
"2019-01-09",20473
"2019-01-10",20272
"2019-01-11",20473
"2019-01-14",20071
"2019-01-15",20051
"2019-01-16",20071
"2019-01-17",19770
"2019-01-18",19991
"2019-01-21",19830
"2019-01-22",20473
"2019-01-23",20573
"2019-01-24",20473
"2019-01-25",20573
"2019-01-28",20473
"2019-01-29",20473
"2019-01-30",20051
"2019-01-31",19931
"2019-02-01",19991
"2019-02-07",19870
"2019-02-08",19710
"2019-02-11",19188
"2019-02-12",19268
"2019-02-13",19690
"2019-02-14",20172
"2019-02-15",20372
"2019-02-18",20473
"2019-02-19",20071
"2019-02-20",20011
"2019-02-21",19850
"2019-02-22",19931
"2019-02-25",19730
"2019-02-26",20774
"2019-02-27",21075
"2019-02-28",20774
"2019-03-04",21777
"2019-03-05",21376
"2019-03-06",21175
"2019-03-07",20974
"2019-03-08",21577
"2019-03-11",21275
"2019-03-12",20774
"2019-03-13",20874
"2019-03-14",21376
"2019-03-15",21577
"2019-03-18",21577
"2019-03-19",20573
"2019-03-20",20473
"2019-03-21",20573
"2019-03-22",20874
"2019-03-25",20473
"2019-03-26",20874
"2019-03-27",20573
"2019-03-28",20573
"2019-03-29",20774
"2019-04-01",20673
"2019-04-02",20774
"2019-04-03",20573
"2019-04-04",20573
"2019-04-05",20573
"2019-04-08",20473
"2019-04-09",20172
"2019-04-10",20573
"2019-04-11",20573
"2019-04-12",20573
"2019-04-15",22179
"2019-04-16",23584
"2019-04-17",23584
"2019-04-18",23383
"2019-04-19",23483
"2019-04-22",23684
"2019-04-23",23383
"2019-04-24",23684
"2019-04-25",23283
"2019-04-26",23082
"2019-04-29",23985
"2019-04-30",24086
"2019-05-02",24688
"2019-05-03",25691
"2019-05-07",25591
"2019-05-08",25792
"2019-05-09",25390
"2019-05-10",26093
"2019-05-13",25792
"2019-05-14",26896
"2019-05-15",26494
"2019-05-16",26795
"2019-05-17",24989
"2019-05-20",25390
"2019-05-21",25089
"2019-05-22",25189
"2019-05-23",24888
"2019-05-24",24888
"2019-05-27",24487
"2019-05-28",24688
"2019-05-29",24387
"2019-05-30",24989
"2019-05-31",24989
"2019-06-03",24587
"2019-06-04",23985
"2019-06-05",24186
"2019-06-07",24086
"2019-06-10",24888
"2019-06-11",24989
"2019-06-12",24888
"2019-06-13",25390
"2019-06-14",25089
"2019-06-17",24387
"2019-06-18",24286
"2019-06-19",24487
"2019-06-20",24487
"2019-06-21",25390
"2019-06-24",25290
"2019-06-25",26193
"2019-06-26",25992
"2019-06-27",26394
"2019-06-28",26394
"2019-07-01",25992
"2019-07-02",26394
"2019-07-03",26293
"2019-07-04",26594
"2019-07-05",26795
"2019-07-08",25691
"2019-07-09",26293
"2019-07-10",26293
"2019-07-11",26193
"2019-07-12",26394
"2019-07-15",26695
"2019-07-16",26695
"2019-07-17",26293
"2019-07-18",26394
"2019-07-19",27096
"2019-07-22",26896
"2019-07-23",27297
"2019-07-24",27297
"2019-07-25",26293
"2019-07-26",26293
"2019-07-29",25892
"2019-07-30",25290
"2019-07-31",25491
"2019-08-01",25390
"2019-08-02",25792
"2019-08-05",24587
"2019-08-06",24487
"2019-08-07",24788
"2019-08-08",25491
"2019-08-09",26494
"2019-08-12",26093
"2019-08-13",26394
"2019-08-14",26193
"2019-08-16",25992
"2019-08-19",26193
"2019-08-20",26494
"2019-08-21",26394
"2019-08-22",26695
"2019-08-23",26695
"2019-08-26",26594
"2019-08-27",26896
"2019-08-28",26795
"2019-08-29",26695
"2019-08-30",26996
"2019-09-02",27498
"2019-09-03",27598
"2019-09-04",27799
"2019-09-05",27096
"2019-09-06",27297
"2019-09-09",26695
"2019-09-10",27197
"2019-09-11",26695
"2019-09-16",26494
"2019-09-17",26494
"2019-09-18",27498
"2019-09-19",27197
"2019-09-20",27197
"2019-09-23",26996
"2019-09-24",27698
"2019-09-25",27297
"2019-09-26",27397
"2019-09-27",27197
"2019-09-30",27197
"2019-10-01",27598
"2019-10-02",27197
"2019-10-04",26795
"2019-10-07",26996
"2019-10-08",26996
"2019-10-10",27397
"2019-10-11",27096
"2019-10-14",26996
"2019-10-15",26896
"2019-10-16",26494
"2019-10-17",26193
"2019-10-18",26594
"2019-10-21",26795
