"","Price"
"2018-11-05",1385
"2018-11-06",1405
"2018-11-07",1410
"2018-11-08",1435
"2018-11-09",1420
"2018-11-12",1335
"2018-11-13",1325
"2018-11-14",1655
"2018-11-15",1590
"2018-11-16",1600
"2018-11-19",1640
"2018-11-20",1655
"2018-11-21",1625
"2018-11-22",1530
"2018-11-23",1405
"2018-11-26",1405
"2018-11-27",1450
"2018-11-28",1410
"2018-11-29",1400
"2018-11-30",1425
"2018-12-03",1465
"2018-12-04",1495
"2018-12-05",1495
"2018-12-06",1460
"2018-12-07",1515
"2018-12-10",1460
"2018-12-11",1530
"2018-12-12",1540
"2018-12-13",1525
"2018-12-14",1460
"2018-12-17",1450
"2018-12-18",1380
"2018-12-19",1370
"2018-12-20",1340
"2018-12-21",1315
"2018-12-24",1325
"2018-12-26",1295
"2018-12-27",1330
"2018-12-28",1340
"2019-01-02",1335
"2019-01-03",1280
"2019-01-04",1320
"2019-01-07",1350
"2019-01-08",1340
"2019-01-09",1385
"2019-01-10",1400
"2019-01-11",1410
"2019-01-14",1430
"2019-01-15",1475
"2019-01-16",1480
"2019-01-17",1445
"2019-01-18",1455
"2019-01-21",1495
"2019-01-22",1545
"2019-01-23",1515
"2019-01-24",1515
"2019-01-25",1515
"2019-01-28",1505
"2019-01-29",1475
"2019-01-30",1485
"2019-01-31",1480
"2019-02-01",1485
"2019-02-07",1545
"2019-02-08",1550
"2019-02-11",1560
"2019-02-12",1570
"2019-02-13",1550
"2019-02-14",1565
"2019-02-15",1555
"2019-02-18",1635
"2019-02-19",1675
"2019-02-20",1665
"2019-02-21",1665
"2019-02-22",1625
"2019-02-25",1630
"2019-02-26",1620
"2019-02-27",1600
"2019-02-28",1500
"2019-03-04",1520
"2019-03-05",1540
"2019-03-06",1620
"2019-03-07",1610
"2019-03-08",1560
"2019-03-11",1520
"2019-03-12",1570
"2019-03-13",1630
"2019-03-14",1660
"2019-03-15",1595
"2019-03-18",1570
"2019-03-19",1570
"2019-03-20",1570
"2019-03-21",1570
"2019-03-22",1555
"2019-03-25",1525
"2019-03-26",1610
"2019-03-27",1590
"2019-03-28",1565
"2019-03-29",1650
"2019-04-01",1690
"2019-04-02",1695
"2019-04-03",1605
"2019-04-04",1580
"2019-04-05",1640
"2019-04-08",1605
"2019-04-09",1590
"2019-04-10",1610
"2019-04-11",1600
"2019-04-12",1580
"2019-04-15",1560
"2019-04-16",1580
"2019-04-17",1665
"2019-04-18",1625
"2019-04-19",1660
"2019-04-22",1655
"2019-04-23",1745
"2019-04-24",1700
"2019-04-25",1685
"2019-04-26",1670
"2019-04-29",1695
"2019-04-30",1645
"2019-05-02",1665
"2019-05-03",1685
"2019-05-07",1755
"2019-05-08",1715
"2019-05-09",1620
"2019-05-10",1600
"2019-05-13",1575
"2019-05-14",1580
"2019-05-15",1605
"2019-05-16",1535
"2019-05-17",1520
"2019-05-20",1500
"2019-05-21",1465
"2019-05-22",1475
"2019-05-23",1385
"2019-05-24",1420
"2019-05-27",1475
