"","Price"
"2018-11-05",27550
"2018-11-06",27450
"2018-11-07",26950
"2018-11-08",27200
"2018-11-09",26400
"2018-11-12",25250
"2018-11-13",25700
"2018-11-14",25600
"2018-11-15",26400
"2018-11-16",26900
"2018-11-19",28150
"2018-11-20",27300
"2018-11-21",27550
"2018-11-22",29700
"2018-11-23",30000
"2018-11-26",29400
"2018-11-27",32250
"2018-11-28",31450
"2018-11-29",30450
"2018-11-30",29100
"2018-12-03",31100
"2018-12-04",32950
"2018-12-05",33250
"2018-12-06",31200
"2018-12-07",30400
"2018-12-10",30450
"2018-12-11",29350
"2018-12-12",30250
"2018-12-13",29400
"2018-12-14",28050
"2018-12-17",27900
"2018-12-18",27600
"2018-12-19",30750
"2018-12-20",29250
"2018-12-21",29300
"2018-12-24",30200
"2018-12-26",29500
"2018-12-27",28100
"2018-12-28",28050
"2019-01-02",28150
"2019-01-03",27000
"2019-01-04",27100
"2019-01-07",27100
"2019-01-08",26100
"2019-01-09",26800
"2019-01-10",26800
"2019-01-11",27350
"2019-01-14",27300
"2019-01-15",27350
"2019-01-16",26900
"2019-01-17",26800
"2019-01-18",26400
"2019-01-21",26250
"2019-01-22",26300
"2019-01-23",26300
"2019-01-24",26850
"2019-01-25",27200
"2019-01-28",27000
"2019-01-29",27150
"2019-01-30",27600
"2019-01-31",28300
"2019-02-01",27750
"2019-02-07",28100
"2019-02-08",27500
"2019-02-11",27800
"2019-02-12",27700
"2019-02-13",27600
"2019-02-14",27900
"2019-02-15",27650
"2019-02-18",29500
"2019-02-19",29650
"2019-02-20",29450
"2019-02-21",31100
"2019-02-22",30600
"2019-02-25",30850
"2019-02-26",30900
"2019-02-27",30900
"2019-02-28",30550
"2019-03-04",31350
"2019-03-05",33900
"2019-03-06",32650
"2019-03-07",33000
"2019-03-08",33350
"2019-03-11",32250
"2019-03-12",32600
"2019-03-13",34050
"2019-03-14",34050
"2019-03-15",34150
"2019-03-18",35000
"2019-03-19",34200
"2019-03-20",33450
"2019-03-21",33050
"2019-03-22",33300
"2019-03-25",32200
"2019-03-26",32600
"2019-03-27",32350
"2019-03-28",31800
"2019-03-29",31800
"2019-04-01",32200
"2019-04-02",32150
"2019-04-03",32100
"2019-04-04",31850
"2019-04-05",31250
"2019-04-08",31000
"2019-04-09",31150
"2019-04-10",31150
"2019-04-11",31500
"2019-04-12",31650
"2019-04-15",31300
"2019-04-16",30950
"2019-04-17",31300
"2019-04-18",32550
"2019-04-19",32000
"2019-04-22",32300
"2019-04-23",32300
"2019-04-24",31650
"2019-04-25",31050
"2019-04-26",30300
"2019-04-29",30000
"2019-04-30",30200
"2019-05-02",30350
"2019-05-03",30100
"2019-05-07",29150
"2019-05-08",28550
"2019-05-09",27850
"2019-05-10",23950
"2019-05-13",22050
"2019-05-14",22950
"2019-05-15",22850
"2019-05-16",22300
"2019-05-17",21800
"2019-05-20",21700
"2019-05-21",21800
"2019-05-22",21650
"2019-05-23",21100
"2019-05-24",20750
"2019-05-27",20750
"2019-05-28",21100
"2019-05-29",20450
"2019-05-30",20300
"2019-05-31",20850
"2019-06-03",20950
"2019-06-04",21500
"2019-06-05",21650
"2019-06-07",21750
"2019-06-10",22000
"2019-06-11",21900
"2019-06-12",21500
"2019-06-13",21500
"2019-06-14",21550
"2019-06-17",21600
"2019-06-18",21350
"2019-06-19",20950
"2019-06-20",21250
"2019-06-21",21450
"2019-06-24",21650
"2019-06-25",21700
"2019-06-26",21200
"2019-06-27",20950
"2019-06-28",20950
"2019-07-01",20900
"2019-07-02",21250
"2019-07-03",20900
"2019-07-04",21000
"2019-07-05",20550
"2019-07-08",19900
"2019-07-09",19900
"2019-07-10",20300
"2019-07-11",20100
"2019-07-12",19800
"2019-07-15",18650
"2019-07-16",19000
"2019-07-17",18600
"2019-07-18",18050
"2019-07-19",18150
"2019-07-22",17650
"2019-07-23",17500
"2019-07-24",17500
"2019-07-25",17200
"2019-07-26",16850
"2019-07-29",16200
"2019-07-30",16150
"2019-07-31",17750
"2019-08-01",17900
"2019-08-02",18750
"2019-08-05",17800
"2019-08-06",17100
"2019-08-07",17550
"2019-08-08",17650
"2019-08-09",16700
"2019-08-12",17650
"2019-08-13",17500
"2019-08-14",17500
"2019-08-16",17250
"2019-08-19",17350
"2019-08-20",18000
"2019-08-21",17900
"2019-08-22",18100
"2019-08-23",18000
"2019-08-26",17200
"2019-08-27",17050
"2019-08-28",17700
"2019-08-29",17600
"2019-08-30",17600
"2019-09-02",17800
"2019-09-03",17850
"2019-09-04",18300
"2019-09-05",18150
"2019-09-06",18050
"2019-09-09",17950
"2019-09-10",17650
"2019-09-11",17850
"2019-09-16",18000
"2019-09-17",18450
"2019-09-18",18350
"2019-09-19",18300
"2019-09-20",18150
"2019-09-23",18050
"2019-09-24",17650
"2019-09-25",17100
"2019-09-26",17150
"2019-09-27",17300
"2019-09-30",16950
"2019-10-01",17450
"2019-10-02",17450
"2019-10-04",17300
"2019-10-07",17850
"2019-10-08",17650
"2019-10-10",17750
"2019-10-11",19200
"2019-10-14",19400
"2019-10-15",19550
"2019-10-16",19600
"2019-10-17",19050
"2019-10-18",19850
"2019-10-21",19350
"2019-10-22",19000
"2019-10-23",19300
"2019-10-24",19700
"2019-10-25",19150
"2019-10-28",19100
"2019-10-29",19200
"2019-10-30",18950
"2019-10-31",19450
"2019-11-01",19550
"2019-11-04",19300
"2019-11-05",20050
"2019-11-06",20600
"2019-11-07",21200
"2019-11-08",19900
"2019-11-11",20100
"2019-11-12",19800
"2019-11-13",19350
"2019-11-14",19300
"2019-11-15",19900
"2019-11-18",19900
"2019-11-19",19900
"2019-11-20",19300
"2019-11-21",18900
"2019-11-22",18550
"2019-11-25",18800
"2019-11-26",18700
"2019-11-27",18350
"2019-11-28",17950
"2019-11-29",17850
"2019-12-02",17600
"2019-12-03",17400
"2019-12-04",17200
"2019-12-05",17000
"2019-12-06",17200
"2019-12-09",17050
"2019-12-10",16950
"2019-12-11",17450
"2019-12-12",17450
"2019-12-13",17400
"2019-12-16",17550
"2019-12-17",17650
"2019-12-18",17600
"2019-12-19",17550
"2019-12-20",18100
"2019-12-23",18800
"2019-12-24",18850
"2019-12-26",18950
"2019-12-27",19000
"2019-12-30",18950
"2020-01-02",18850
"2020-01-03",18800
"2020-01-06",17950
"2020-01-07",18300
"2020-01-08",16700
"2020-01-09",17450
"2020-01-10",17950
"2020-01-13",18200
"2020-01-14",18500
"2020-01-15",18250
"2020-01-16",18450
"2020-01-17",18250
"2020-01-20",18500
"2020-01-21",18200
"2020-01-22",18100
"2020-01-23",18050
"2020-01-28",17900
"2020-01-29",17500
"2020-01-30",17200
"2020-01-31",16750
"2020-02-03",16400
"2020-02-04",16950
"2020-02-05",17200
"2020-02-06",17950
"2020-02-07",17900
"2020-02-10",17750
"2020-02-11",18050
"2020-02-12",17700
"2020-02-13",17800
"2020-02-14",18000
"2020-02-17",17700
"2020-02-18",17100
"2020-02-19",16700
"2020-02-20",16500
"2020-02-21",16150
"2020-02-24",16100
"2020-02-25",16150
"2020-02-26",16450
"2020-02-27",15950
"2020-02-28",14900
